Row,Mean_sED,SD_sED,Mean_HC,SD_HC
estimated_reward_rate,63.8223471822939,10.5224474860612,64.9692696173637,10.1855575023484
param_learning_rate,0.134562626633007,0.117925885868139,0.151220037103182,0.118671394660421
param_learning_rate_leave_decisions,0.0194546056642695,0.0784079595797074,0.0103676485564423,0.0543862053283545
param_beta,0.198203769074661,0.123982736376048,0.190379605959693,0.0941819969410133
param_constant,4.61778106497118,6.63770353061174,4.5714405605443,5.99560412716264
